path,role,bytes,why
raw/microscopy/leica/2026-08-01/Leica_2026-08-01 2-3-1double.jpeg,blocked_needs_keymap,748613,Unlabeled or well-only morphology. Cannot enter the optimizer.
raw/microscopy/leica/2026-08-01/Leica_2026-08-01 2-3-1double.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-01/Leica_2026-08-01 2-3-2.jpeg,blocked_needs_keymap,513236,Unlabeled or well-only morphology. Cannot enter the optimizer.
raw/microscopy/leica/2026-08-01/Leica_2026-08-01 2-3-2.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-01/Leica_2026-08-01 2-3-2double.jpeg,blocked_needs_keymap,797297,Unlabeled or well-only morphology. Cannot enter the optimizer.
raw/microscopy/leica/2026-08-01/Leica_2026-08-01 2-3-2double.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-01/Leica_2026-08-01 3-1.jpeg,blocked_needs_keymap,941049,Unlabeled or well-only morphology. Cannot enter the optimizer.
raw/microscopy/leica/2026-08-01/Leica_2026-08-01 3-1.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-01/Leica_2026-08-01 3-2.jpeg,blocked_needs_keymap,275512,Unlabeled or well-only morphology. Cannot enter the optimizer.
raw/microscopy/leica/2026-08-01/Leica_2026-08-01 3-2.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-01/Leica_2026-08-01 3-3.jpeg,blocked_needs_keymap,1033748,Unlabeled or well-only morphology. Cannot enter the optimizer.
raw/microscopy/leica/2026-08-01/Leica_2026-08-01 3-3.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-01/Leica_2026-08-01 3-4.jpeg,blocked_needs_keymap,821763,Unlabeled or well-only morphology. Cannot enter the optimizer.
raw/microscopy/leica/2026-08-01/Leica_2026-08-01 3-4.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-01/Leica_2026-08-01 3-5.jpeg,blocked_needs_keymap,772791,Unlabeled or well-only morphology. Cannot enter the optimizer.
raw/microscopy/leica/2026-08-01/Leica_2026-08-01 3-5.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 1%fbs vtn 10.jpeg,assay_dev,402235,"Morphology of stem/gel/1% FBS/control dishes, not the FN/VTN ug/mL titration."
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 1%fbs vtn 10.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 1%fbs vtn 2-5 t75.jpeg,assay_dev,294357,"Morphology of stem/gel/1% FBS/control dishes, not the FN/VTN ug/mL titration."
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 1%fbs vtn 2-5 t75.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 1%fbs vtn 5.jpeg,assay_dev,377170,"Morphology of stem/gel/1% FBS/control dishes, not the FN/VTN ug/mL titration."
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 1%fbs vtn 5.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 Fib 10%.jpeg,bo_morphology_matched,540420,Leica morphology of the fibronectin titration. QC only — not a CD31 y unless scored.
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 Fib 10%.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 Fib c+.jpeg,assay_dev,362847,"Morphology of stem/gel/1% FBS/control dishes, not the FN/VTN ug/mL titration."
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 Fib c+.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 Fib stem.jpeg,assay_dev,328617,"Morphology of stem/gel/1% FBS/control dishes, not the FN/VTN ug/mL titration."
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 Fib stem.jpeg.metadata,instrument_sidecar,359,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 fib 0-5.jpeg,bo_morphology_matched,664218,Leica morphology of the fibronectin titration. QC only — not a CD31 y unless scored.
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 fib 0-5.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 fib 1.jpeg,bo_morphology_matched,534314,Leica morphology of the fibronectin titration. QC only — not a CD31 y unless scored.
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 fib 1.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 fib 2-5.jpeg,bo_morphology_matched,427380,Leica morphology of the fibronectin titration. QC only — not a CD31 y unless scored.
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 fib 2-5.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 fib10.jpeg,bo_morphology_matched,516865,Leica morphology of the fibronectin titration. QC only — not a CD31 y unless scored.
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 fib10.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 fib20.jpeg,bo_morphology_matched,438395,Leica morphology of the fibronectin titration. QC only — not a CD31 y unless scored.
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 fib20.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 fib5.jpeg,bo_morphology_matched,562693,Leica morphology of the fibronectin titration. QC only — not a CD31 y unless scored.
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 fib5.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 gel 10% t75 p1.jpeg,assay_dev,267546,"Morphology of stem/gel/1% FBS/control dishes, not the FN/VTN ug/mL titration."
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 gel 10% t75 p1.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 gel m+.jpeg,assay_dev,358068,"Morphology of stem/gel/1% FBS/control dishes, not the FN/VTN ug/mL titration."
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 gel m+.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 gel stem t75 p1.jpeg,assay_dev,254784,"Morphology of stem/gel/1% FBS/control dishes, not the FN/VTN ug/mL titration."
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 gel stem t75 p1.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 mia dish.jpeg,assay_dev,287003,"Morphology of stem/gel/1% FBS/control dishes, not the FN/VTN ug/mL titration."
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 mia dish.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 stem vtn 10.jpeg,assay_dev,322435,"Morphology of stem/gel/1% FBS/control dishes, not the FN/VTN ug/mL titration."
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 stem vtn 10.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 stem vtn 2-5.jpeg,assay_dev,278961,"Morphology of stem/gel/1% FBS/control dishes, not the FN/VTN ug/mL titration."
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 stem vtn 2-5.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 stem vtn 5.jpeg,assay_dev,301690,"Morphology of stem/gel/1% FBS/control dishes, not the FN/VTN ug/mL titration."
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 stem vtn 5.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 vtn 0-5.jpeg,bo_morphology_matched,551900,Leica morphology of the vitronectin titration. QC only — not a CD31 y unless scored.
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 vtn 0-5.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 vtn 1.jpeg,bo_morphology_matched,627266,Leica morphology of the vitronectin titration. QC only — not a CD31 y unless scored.
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 vtn 1.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 vtn 10.jpeg,bo_morphology_matched,487657,Leica morphology of the vitronectin titration. QC only — not a CD31 y unless scored.
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 vtn 10.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 vtn 2-5.jpeg,bo_morphology_matched,470751,Leica morphology of the vitronectin titration. QC only — not a CD31 y unless scored.
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 vtn 2-5.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 vtn 20.jpeg,bo_morphology_matched,497383,Leica morphology of the vitronectin titration. QC only — not a CD31 y unless scored.
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 vtn 20.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 vtn5.jpeg,bo_morphology_matched,464434,Leica morphology of the vitronectin titration. QC only — not a CD31 y unless scored.
raw/microscopy/leica/2026-08-04/Leica_2026-08-04 vtn5.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-06/Leica_2026-08-06 iec P6 mia.jpeg,blocked_needs_keymap,311706,Morphology of wells 1/3/5 and IEC P6. Companion to Exp_1; no coating level in the filename.
raw/microscopy/leica/2026-08-06/Leica_2026-08-06 iec P6 mia.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-06/Leica_2026-08-06 well 1-1.jpeg,blocked_needs_keymap,622180,Morphology of wells 1/3/5 and IEC P6. Companion to Exp_1; no coating level in the filename.
raw/microscopy/leica/2026-08-06/Leica_2026-08-06 well 1-1.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-06/Leica_2026-08-06 well 1-2.jpeg,blocked_needs_keymap,621987,Morphology of wells 1/3/5 and IEC P6. Companion to Exp_1; no coating level in the filename.
raw/microscopy/leica/2026-08-06/Leica_2026-08-06 well 1-2.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-06/Leica_2026-08-06 well 5.jpeg,blocked_needs_keymap,773158,Morphology of wells 1/3/5 and IEC P6. Companion to Exp_1; no coating level in the filename.
raw/microscopy/leica/2026-08-06/Leica_2026-08-06 well 5.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-06/Leica_2026-08-06 well3-1-copy.jpeg,blocked_needs_keymap,598174,Morphology of wells 1/3/5 and IEC P6. Companion to Exp_1; no coating level in the filename.
raw/microscopy/leica/2026-08-06/Leica_2026-08-06 well3-1-copy.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-06/Leica_2026-08-06 well3-1.jpeg,blocked_needs_keymap,899954,Morphology of wells 1/3/5 and IEC P6. Companion to Exp_1; no coating level in the filename.
raw/microscopy/leica/2026-08-06/Leica_2026-08-06 well3-1.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-06/Leica_2026-08-06well3-2.jpeg,blocked_needs_keymap,624509,Morphology of wells 1/3/5 and IEC P6. Companion to Exp_1; no coating level in the filename.
raw/microscopy/leica/2026-08-06/Leica_2026-08-06well3-2.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-10/Leica_2026-08-10 1-1.jpeg,blocked_needs_keymap,644628,Unlabeled or well-only morphology. Cannot enter the optimizer.
raw/microscopy/leica/2026-08-10/Leica_2026-08-10 1-1.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-10/Leica_2026-08-10 1-2.jpeg,blocked_needs_keymap,658668,Unlabeled or well-only morphology. Cannot enter the optimizer.
raw/microscopy/leica/2026-08-10/Leica_2026-08-10 1-2.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-10/Leica_2026-08-10 1iec p6.jpeg,not_for_bo,576659,Sort leftover / IEC line / operator dish. Not an experimental arm.
raw/microscopy/leica/2026-08-10/Leica_2026-08-10 1iec p6.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-10/Leica_2026-08-10 3-1.jpeg,blocked_needs_keymap,635517,Unlabeled or well-only morphology. Cannot enter the optimizer.
raw/microscopy/leica/2026-08-10/Leica_2026-08-10 3-1.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-10/Leica_2026-08-10 3-2.jpeg,blocked_needs_keymap,627151,Unlabeled or well-only morphology. Cannot enter the optimizer.
raw/microscopy/leica/2026-08-10/Leica_2026-08-10 3-2.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-10/Leica_2026-08-10 fenxuan later-copy.jpeg,not_for_bo,483289,Sort leftover / IEC line / operator dish. Not an experimental arm.
raw/microscopy/leica/2026-08-10/Leica_2026-08-10 fenxuan later-copy.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-10/Leica_2026-08-10 fenxuan later.jpeg,not_for_bo,459926,Sort leftover / IEC line / operator dish. Not an experimental arm.
raw/microscopy/leica/2026-08-10/Leica_2026-08-10 fenxuan later.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-10/Leica_2026-08-10 fenxuan.jpeg,not_for_bo,343841,Sort leftover / IEC line / operator dish. Not an experimental arm.
raw/microscopy/leica/2026-08-10/Leica_2026-08-10 fenxuan.jpeg.metadata,instrument_sidecar,359,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-10/Leica_2026-08-10 iec p6.jpeg,not_for_bo,612981,Sort leftover / IEC line / operator dish. Not an experimental arm.
raw/microscopy/leica/2026-08-10/Leica_2026-08-10 iec p6.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-11/Leica_2026-08-11 1-1.jpeg,blocked_needs_keymap,620062,Unlabeled or well-only morphology. Cannot enter the optimizer.
raw/microscopy/leica/2026-08-11/Leica_2026-08-11 1-1.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-11/Leica_2026-08-11 1-2.jpeg,blocked_needs_keymap,598052,Unlabeled or well-only morphology. Cannot enter the optimizer.
raw/microscopy/leica/2026-08-11/Leica_2026-08-11 1-2.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-11/Leica_2026-08-11 3-1.jpeg,blocked_needs_keymap,620085,Unlabeled or well-only morphology. Cannot enter the optimizer.
raw/microscopy/leica/2026-08-11/Leica_2026-08-11 3-1.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-11/Leica_2026-08-11 3-2.jpeg,blocked_needs_keymap,705554,Unlabeled or well-only morphology. Cannot enter the optimizer.
raw/microscopy/leica/2026-08-11/Leica_2026-08-11 3-2.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-11/Leica_2026-08-11 fenxuan later.jpeg,not_for_bo,462529,Sort leftover / IEC line / operator dish. Not an experimental arm.
raw/microscopy/leica/2026-08-11/Leica_2026-08-11 fenxuan later.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-11/Leica_2026-08-11 iec-copy.jpeg,not_for_bo,788544,Sort leftover / IEC line / operator dish. Not an experimental arm.
raw/microscopy/leica/2026-08-11/Leica_2026-08-11 iec-copy.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/microscopy/leica/2026-08-11/Leica_2026-08-11 iec.jpeg,not_for_bo,794647,Sort leftover / IEC line / operator dish. Not an experimental arm.
raw/microscopy/leica/2026-08-11/Leica_2026-08-11 iec.jpeg.metadata,instrument_sidecar,360,Leica capture metadata for the paired JPEG.
raw/plate-reader/2026-06-22_endpoint-abs-562.xlsx,not_for_bo,9127,Abs@562 on 2026-06-22. Different metric and date from the CD31 campaign.
raw/protocols/IPSC分化EC-2.docx,bo_protocol,18618,Induction calendar (CHIR/BMP4/media by well).
raw/protocols/IPSC分化EC-3.docx,bo_protocol,19336,Induction calendar (CHIR/BMP4/media by well).
